rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
78,q_learning_085,q_learning,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.066622,-0.06975773838353194,-0.06348626161646806,0.424482,0.8198163666001619
79,sarsa_055,sarsa,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.066787,-0.06985674915228518,-0.06371725084771482,0.425339,0.8793264282001019
80,monte_carlo_019,monte_carlo,500000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.067026,-0.068120621737121,-0.06593137826287901,0.428891,22.95142313349993
81,sarsa_045,sarsa,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.068361,-0.07053532523414098,-0.06618667476585903,0.424758,0.8391218609999669
82,monte_carlo_018,monte_carlo,200000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.06880700000000001,-0.07073530544749644,-0.06687869455250357,0.428363,9.071345552299977
83,q_learning_080,q_learning,20000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.070026,-0.07383821561950528,-0.06621378438049473,0.42425,0.8668112451000525
84,q_learning_075,q_learning,20000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.070266,-0.0753496707571334,-0.06518232924286659,0.423618,0.8433979364000607
85,sarsa_025,sarsa,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.071401,-0.07619592140496821,-0.0666060785950318,0.423348,0.8354077336999808
86,sarsa_040,sarsa,20000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.071425,-0.07414196700654732,-0.06870803299345268,0.424132,0.8240304010000272
87,q_learning_090,q_learning,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.071529,-0.07563480309511089,-0.0674231969048891,0.423672,0.8456136198999957
88,sarsa_050,sarsa,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.07229,-0.07697992137645539,-0.0676000786235446,0.42361899999999997,0.8466030034000142
89,monte_carlo_005,monte_carlo,20000,"epsilon=0.25, gamma=1.0",10,-0.072557,-0.0764592348660109,-0.06865476513398909,0.423173,0.8921361130999685
90,sarsa_035,sarsa,20000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.072628,-0.07515443214376849,-0.0701015678562315,0.422813,0.8305549334000262
91,monte_carlo_017,monte_carlo,100000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.072885,-0.07533911559213408,-0.07043088440786593,0.426714,4.484229740500018
92,q_learning_065,q_learning,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.073567,-0.07747614186072709,-0.0696578581392729,0.422395,0.8491756576000171
93,q_learning_070,q_learning,20000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.074762,-0.07945326253626651,-0.07007073746373348,0.423066,0.8761124950000976
94,q_learning_060,q_learning,20000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.075066,-0.08078910692161753,-0.06934289307838246,0.422916,0.8455805206999685
95,sarsa_030,sarsa,20000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.075931,-0.07969387950139842,-0.07216812049860158,0.422658,0.8569525145000171
96,monte_carlo_010,monte_carlo,20000,"epsilon=0.3, gamma=1.0",10,-0.076473,-0.08069429991902968,-0.07225170008097032,0.421998,0.8940427887000169
97,monte_carlo_000,monte_carlo,20000,"epsilon=0.2, gamma=1.0",10,-0.07713,-0.08195456741568034,-0.07230543258431966,0.422041,0.7226506818999724
98,monte_carlo_016,monte_carlo,50000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.07722699999999999,-0.08048333425805425,-0.07397066574194573,0.424642,2.242452018900008
99,sarsa_020,sarsa,20000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.077725,-0.08125885487635119,-0.07419114512364881,0.421993,0.8530564646999664
100,monte_carlo_015,monte_carlo,20000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.084825,-0.0883528321256356,-0.08129716787436439,0.420827,0.8842109047999884
